,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.5028036401249187,0.0,0.9916045069694519,0.7164206610409575,1.0,0.9989136457443237,0.2713183516362705,0.9954803061812416,0.99434494972229,1.0,0.40741818093529647,0.9890037178993225,0.0,0.3416753122931003,0.7230330109596252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5000653460065753,0.0,0.9917309880256653,0.7164841179549433,1.0,0.9989323019981384,0.2664049719732355,0.9950882811967301,0.9947013854980469,1.0,0.3952477593508747,0.9886386394500732,0.0,0.34731481972528844,0.7194550037384033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4987748319461619,0.0,0.9914616346359253,0.7151051091916765,1.0,0.9988781809806824,0.2683177204351608,0.986233485842698,0.9949402809143066,1.0,0.37491626848769743,0.9888384342193604,0.0,0.30336165790109415,0.7226732969284058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.497862116647944,0.0,0.9913002848625183,0.7140349004816987,1.0,0.9988328814506531,0.2718203941754068,0.9824140810625416,0.9949068427085876,1.0,0.36018550736163996,0.9890763759613037,0.0,0.2879738341170506,0.7252882719039917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.5010197714062653,0.0,0.9915758967399597,0.7151337037145901,1.0,0.9989118576049805,0.2742727269459237,0.979861056030613,0.9947704672813416,1.0,0.3663748197752586,0.9894009232521057,0.0,0.29520995117934984,0.731187105178833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.4985549539198024,0.0,0.9916794896125793,0.7128512821098159,1.0,0.9989218711853027,0.274451589529551,0.9818511522992952,0.9947892427444458,1.0,0.3732120458409114,0.9895181059837341,0.0,0.30332382612215747,0.7299221158027649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.5005291513825998,0.0,0.9918203353881836,0.7141102730734454,1.0,0.9989053010940552,0.274720282259234,0.9847227470567389,0.9948940277099609,1.0,0.3684808210783114,0.9894673228263855,0.0,0.2926173241728227,0.730047345161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5008910847776346,0.0,0.9922472238540649,0.7140768570923184,1.0,0.9989883303642273,0.2672797854042152,0.9814530963338693,0.9951789379119873,1.0,0.3848263126300335,0.9891685247421265,0.0,0.30213092187262686,0.7230791449546814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5023932184656278,0.0,0.9917466640472412,0.7151720388000596,1.0,0.9989338517189026,0.26982235004136323,0.9908590414077401,0.9948275685310364,1.0,0.37203076355134435,0.9890438318252563,0.0,0.28594401033655326,0.7276172041893005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.49823110402326304,0.0,0.9915711879730225,0.7151014934594937,0.9932033219932939,0.9989141225814819,0.2713719659115106,1.0,0.9946797490119934,1.0,0.36936730023648073,0.988874077796936,0.0,0.30414828011578693,0.7261996865272522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
